"","TLML_22_cfDNA_baseline_2014_12","TLML_22_cfDNA_4W_2015_1","TLML_22_DNA_baseline_2014_12","TLML_22_DNA_infusion_2014_9","TLML_22_DNA_4W_2015_1","TLML_22_DNA_FU_01_2015_2","TLML_22_DNA_FU_02_2015_3","TLML_22_DNA_FU_03_2015_4","TLML_22_RNA_infusion_2014_9","TLML_22_RNA_4W_2015_1","TLML_22_RNA_FU_01_2015_2","TLML_22_RNA_FU_02_2015_3","TLML_22_RNA_FU_03_2015_4","TLML_26_cfDNA_baseline_2015_1","TLML_26_cfDNA_4W_2015_3","TLML_26_DNA_baseline_2014_11","TLML_26_DNA_infusion_2014_6","TLML_26_DNA_4W_2015_3","TLML_26_DNA_FU_01_2015_7","TLML_26_DNA_FU_02_2015_9","TLML_26_RNA_baseline_2015_1","TLML_26_RNA_4W_2015_3","TLML_29_cfDNA_baseline_2016_1","TLML_29_cfDNA_4W_2016_2","TLML_29_DNA_baseline_2016_1","TLML_29_DNA_infusion_2015_10","TLML_29_DNA_4W_2016_2","TLML_29_RNA_baseline_2016_1","TLML_29_RNA_infusion_2015_10","TLML_29_RNA_4W_2016_2","TLML_1_DNA_baseline_2013_9","TLML_1_DNA_infusion_2013_8","TLML_1_DNA_FU_01_2014_1","TLML_1_DNA_FU_02_2014_4","TLML_1_DNA_FU_03_2014_7","TLML_1_RNA_4W_2013_11","TLML_1_RNA_FU_07_2015_2","TLML_1_RNA_FU_10_2015_6","TLML_1_RNA_FU_12_2015_10","TLML_1_RNA_FU_13_2015_11","TLML_1_RNA_FU_16_2016_6","TLML_16_cfDNA_baseline_2015_1","TLML_16_cfDNA_4W_2015_2","TLML_16_DNA_baseline_2015_1","TLML_16_DNA_infusion_2014_4","TLML_16_DNA_4W_2015_2","TLML_16_DNA_FU_01_2015_3","TLML_16_DNA_FU_02_2015_5","TLML_16_DNA_FU_03_2015_6","TLML_16_DNA_FU_04_2015_7","TLML_16_DNA_FU_05_2015_9","TLML_16_RNA_baseline_2015_1","TLML_16_RNA_infusion_2014_4","TLML_16_RNA_FU_01_2015_3","TLML_16_RNA_FU_02_2015_5","TLML_16_RNA_FU_03_2015_6","TLML_16_RNA_FU_04_2015_7","TLML_16_RNA_FU_05_2015_9","TLML_7_DNA_baseline_2014_3","TLML_7_DNA_infusion_2014_2","TLML_7_DNA_4W_2014_4","TLML_7_DNA_12W_2014_6","TLML_7_DNA_17W_2014_7","TLML_7_RNA_baseline_2014_3","TLML_7_RNA_infusion_2014_2","TLML_7_RNA_4W_2014_4","TLML_7_RNA_12W_2014_6","TLML_20_cfDNA_baseline_2015_1","TLML_20_cfDNA_4W_2015_2","TLML_20_DNA_baseline_2015_1","TLML_20_DNA_infusion_2014_7","TLML_20_DNA_4W_2015_2","TLML_20_DNA_FU_01_2015_3","TLML_20_DNA_FU_02_2015_6","TLML_20_RNA_baseline_2015_1","TLML_20_RNA_infusion_2014_7","TLML_20_RNA_4W_2015_2","TLML_20_RNA_FU_01_2015_3","TLML_20_RNA_FU_02_2015_6","TLML_4_cfDNA_baseline_2015_10","TLML_4_cfDNA_4W_2014_12","TLML_4_DNA_baseline_2014_11","TLML_4_DNA_infusion_2013_11","TLML_4_DNA_4W_2014_12","TLML_4_DNA_FU_01_2015_1","TLML_4_RNA_baseline_2015_10","TLML_4_RNA_infusion_2013_11","TLML_4_RNA_4W_2014_12","TLML_4_RNA_FU_01_2015_1","TLML_18_DNA_baseline_2014_8","TLML_18_DNA_infusion_2014_6","TLML_18_DNA_4W_2014_9","TLML_18_RNA_baseline_2014_8","TLML_18_RNA_infusion_2014_6","TLML_18_RNA_4W_2014_9"
"TLML_22_RNA_FU_01_2015_2",0.0350304669271853,0.926409637720795,0.0311169234133397,0.0692431088720721,0.822182519769085,0.918333731882242,0.936529097434344,0.88894087850741,0.0838457275540301,0.987234428794244,1,0.980475784194856,0.978419574680643,0,0,1.47836065481184e-05,0,1.80909238385665e-06,1.32592150168312e-07,0,7.65187586906779e-06,5.14843785231217e-06,0,0,0.00127334459914489,3.34452870713015e-05,1.70816940161762e-06,0.00346305442076973,0.000490788599229984,0.000496742260248158,3.59591931208817e-05,0,0,0,2.56233459653575e-06,8.26504120869421e-06,0.000386909861498064,6.09737227433801e-07,0.0293121441371795,1.21073494067837e-05,1.02080759027463e-06,0,0,2.70350391980045e-06,1.93165890725776e-05,0,0,0,1.84909471535266e-05,0,0,1.28413312583578e-05,1.96627748411007e-05,4.80132280995938e-07,3.92081469933445e-05,1.520711353749e-06,0.0019514134296556,1.51236813911654e-06,7.83875538827241e-07,4.51853235759458e-07,4.49348831924403e-07,0,0,1.55708805160111e-05,1.61792763403436e-06,1.10306589520518e-06,0.000109588967872737,0,3.75801379074473e-07,0,0.00207026476130295,9.60234640562559e-05,3.35643101896932e-06,0,6.65402072680031e-05,2.74613218363507e-05,3.27810834761799e-06,0.00080074163133024,0.000182605500058999,0,0,2.92109561090703e-05,0.000368455649868998,0.000149060328627019,0.000237169381437214,9.68643840194963e-07,0.00016403097253678,8.19165361782821e-07,0.000127476259892874,0.00083726758686983,1.05266097844487e-05,0,1.70796736897653e-06,1.89409884112737e-05,2.80565810835949e-05
"TLML_22_RNA_FU_02_2015_3",0.0222535806293199,0.876225570143503,0.0194345836978864,0.0436273494611431,0.733165264137037,0.84778769248854,0.872221980043188,0.816861061639301,0.0547530070611906,0.945965393925638,0.980475784194856,1,0.99320646781795,0,0,8.40001848096277e-06,1.0488998478464e-06,1.68052364780289e-06,0,0,4.83468694972463e-06,1.55718747565807e-06,0,3.69091959651018e-05,0.00106003231150767,1.22599291291977e-07,3.11502476833644e-05,0.00286017098146422,0.000402741437284234,0.000476946805186068,2.59426822721561e-05,0,0,0,4.04437163261825e-06,4.81893205196631e-06,0.000330402772958324,2.45301915276409e-07,0.0252022461029777,7.94131704788264e-06,7.13976851708808e-07,0,0,1.3079127357641e-06,2.59561269070324e-07,1.79263606589191e-06,0,0,6.70691310422458e-06,0,0,6.50176756290347e-06,7.33006733477411e-08,1.05496745572563e-07,2.42606330009236e-05,3.41099338308596e-07,0.00168994322108578,9.00177769025308e-07,4.90449168628824e-07,0,2.5489324702161e-07,0,0,9.94454780672428e-06,7.53900075503508e-07,6.4966800904039e-07,6.13071565102462e-05,0,0,1.81731443877318e-07,0.00172959799478495,7.31215178117069e-05,8.16405669826207e-06,0,4.02966636638443e-05,0,2.36124619796867e-08,0.000678486808734046,9.85198611217229e-05,0,0,8.68122724257197e-06,0.000226180404995277,0.000134695665431733,6.290141550098e-05,1.32148080779176e-06,0.000101440997141227,8.1737116986529e-07,3.48454599002266e-05,0.000722612135213354,5.96672553989749e-06,0,1.29649821055444e-06,1.10762649987972e-05,1.54230314422528e-05
"TLML_22_RNA_FU_03_2015_4",0.0212666604612054,0.882702533194647,0.0191343629888108,0.0335718652892511,0.741560292644251,0.854572090570316,0.879484511453242,0.839404410861274,0.0414268079098404,0.948849658520928,0.978419574680643,0.99320646781795,1,0,0,7.74554692785637e-06,1.07410777494588e-06,1.00038995940826e-06,0,0,4.17032036949477e-06,5.09989726835845e-07,0,0,0.00107285853055397,2.91487602741358e-05,5.39854594809782e-08,0.00293516303028172,0.000453803629950034,0.000444035101216985,5.48106560255938e-05,0,0,0,4.71016018785764e-06,3.61689979843375e-06,0.000342519364907307,2.23813060651699e-07,0.0260350027435479,6.40534990901413e-06,5.270308477803e-07,0,0,2.30552474722367e-06,5.3309441495144e-05,0,0,0,9.59130980953732e-06,0,0,1.1325155086003e-05,6.89010277883811e-05,1.82730357018037e-07,1.89021374471119e-05,4.78069686263563e-07,0.00172007224152174,1.43612952992577e-06,3.77034570010935e-07,0,0,0,0,8.97369930426254e-06,1.27382226912199e-06,6.63380893276412e-07,4.62894898857468e-05,0,0,2.70500704024718e-07,0.00176512744907775,6.34859429006095e-05,7.65307017321108e-06,0,3.92034871419019e-05,3.44404348146976e-07,1.37027050234285e-07,0.000694000544041526,7.32196113656927e-05,0,0,8.12128524543483e-06,0.00017685422715062,0.00014183860853442,6.57359724957941e-05,4.26947400171987e-07,7.91499069730461e-05,9.95942697917722e-07,3.62221817417395e-05,0.000745724484272133,4.36015324194157e-06,0,1.76612273008153e-06,8.09186683904506e-06,1.15184898957086e-05
"TLML_26_cfDNA_baseline_2015_1",0,0,0,0,0,0,0,0,0,0.000135451358556177,0,0,0,1,0,0.0668506684343076,0.0101045316831246,0.00520179496061115,0.319819319800998,0.259223110626146,0.0741464062095657,0.020165792043631,0,0,0,0,0,0.000207930387629768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000984147668808063,0,0.000554114709550128,0,0,0,0,0.00014897868014269,0.000805690463135964,0.000185529737689747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139051529886929,0,0,0.00290031015481403,0,0.00715937613737217,0.000574965465609531,0.000106933578016207,0.00320443493032136,0.00154658146880139,0.00157897915057792,0,0.00293713020061791,0,0,0.00349526685793022,0,2.52652183347851e-05,0,0.00562069183333546,5.97906634954928e-05,0,0,0,0.000201062310772905,0,0
"TLML_26_cfDNA_4W_2015_3",0,0,0,0,7.89871029263909e-05,0,0,0,0,0.000514047567966515,0,0,0,0,1,0,0.0434401946227073,0.0555168147414491,0.00928310765877825,0.00460061671502045,0.000171257740541567,0.0418242249128791,0,0,0,0.000329527367176934,0.000210950049869023,0,2.213605415413e-05,0,0,0,0,0,0,0.000204875759796494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53046861239639e-05,0,0,0,0,0,0,9.63376015532252e-05,0,0,0,0,0.0143625148349183,0,8.31263738967096e-05,0.0159467863259869,0,0.000608798254686446,0,1.81932583716417e-05,0.0111953203509114,0,0.00174126272159584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202776814623585,0,0
"TLML_26_DNA_baseline_2014_11",0,0,4.14046157516365e-05,4.11708187967749e-06,6.31182709718097e-05,4.2434548569432e-05,6.09570423394154e-05,2.60043265646585e-05,9.75038419721759e-07,1.29790834846399e-05,1.47836065481184e-05,8.40001848096277e-06,7.74554692785637e-06,0.0668506684343076,0,1,0.28215971510474,0.74726299304249,0.61717167651602,0.651117511475088,0.0513982276273406,0.0142602989706852,0,0,0,3.6691102364082e-05,0,0.000161679363943408,1.7530720543705e-05,7.16320741436963e-06,0.845964040878654,0.0266176033080629,0.480265129466179,0.491962903446505,0.851055598963478,5.24629497221631e-06,0,3.48627657487178e-06,1.57902041042294e-05,2.60752209156121e-05,8.48377528480162e-05,0,0,1.18472112659397e-05,0,0,0,0,0,0,0,0.000161773740867928,5.81049421173054e-06,0,0,0,5.801436456683e-05,0,0.000111213350197989,0,0,0,0,1.78990521962118e-05,2.03788995356677e-05,6.40289458146202e-06,1.38877250000845e-05,0,0,0,0,0,0,0,0.000126564034214999,1.87605513091414e-06,0,4.64109039497412e-05,6.50446017371722e-06,0,0,0,0,0,0,0.000378411660850001,0,0,0,0,0,0,3.24209718742552e-06,0,0
"TLML_26_DNA_infusion_2014_6",0,0,0,0,0,0,2.05230916188724e-06,0,4.81355363492683e-07,7.17252483634701e-07,0,1.0488998478464e-06,1.07410777494588e-06,0.0101045316831246,0.0434401946227073,0.28215971510474,1,0.445987307552862,0.189335464296978,0.191413431169645,0.0047326648858302,0.350866724380016,0,0,0,1.62214567323751e-05,0,2.95958006973542e-05,7.66797104202215e-06,3.74222365779789e-05,0.260443783555648,0.00676268542690726,0.172790945338725,0.179458283712422,0.267608228275468,6.1756937344419e-05,7.42330810769982e-05,5.49378594942319e-05,0.000154371198602712,0.000202407746726931,0.000116127240200771,0,0,0,0.000246821940386411,0,0.000108686018556142,0,0,0,0,0.000214080552462138,0.000214070765598169,4.47256509787902e-05,9.50025788763529e-06,3.48882001942685e-06,1.3510206095873e-05,1.70361528811513e-05,0.00123575667094633,6.11419704857125e-06,0,0,0,7.44184117725812e-05,2.9326213862296e-05,1.50354131370943e-05,0.000347614441188966,0,8.81912344396951e-06,5.91946781859285e-05,0.000413401596262941,2.21938073522857e-06,3.44811067525569e-05,0,0.000192573583234828,0.000168757516245542,5.77127740768079e-07,0,1.83038971252119e-05,0,0,0,0.000105159773560862,0,0,1.11661007612486e-05,1.09137833057921e-05,0,0,0,0,0,0.00014017217416116,0,2.56116238112402e-05
"TLML_26_DNA_4W_2015_3",0,0,0,0,0,0,0,0,0,0,1.80909238385665e-06,1.68052364780289e-06,1.00038995940826e-06,0.00520179496061115,0.0555168147414491,0.74726299304249,0.445987307552862,1,0.555515904791291,0.590886679031687,0.0105620762402996,0.287598454507102,0,0,0,6.36708887713824e-05,0,0.000102284271608056,3.15029325546227e-05,2.95522700149988e-07,0.777245607729563,0.023939943735531,0.460786467537988,0.448354994636582,0.759656212545949,0,1.52655692793072e-05,2.02835718429569e-05,1.45323795269994e-05,8.64057033345992e-06,1.20111617412765e-05,0,0,0,0,0,0,0,0,0,0,4.8554065730692e-05,6.19931023953793e-07,0,0,0,6.14366806230401e-05,5.51753300527159e-05,0.000724212784816937,0,3.07772756219002e-05,0,0,3.46754901083922e-05,6.3801103938577e-05,2.1004603727907e-05,2.50103641350119e-05,0,0,0,0,0,9.86305829056803e-06,0,0.000112270281861838,0,0,2.71452343089914e-05,1.17204404651548e-05,0,0,0,7.1552291064901e-05,0,0,6.39202421412054e-05,5.6582652804355e-06,0,0,0.000504017909233332,0,0,3.49865928880012e-05,0,9.78618634288814e-06
"TLML_26_DNA_FU_01_2015_7",0,0,0,0,0,0,0,0,0,0,1.32592150168312e-07,0,0,0.319819319800998,0.00928310765877825,0.61717167651602,0.189335464296978,0.555515904791291,1,0.95693147316678,0.082125426080392,0.0367964139762975,0,0,0,3.69141247642003e-05,0,4.52610466886872e-05,2.07844047116572e-05,5.08818296604286e-05,0.650282618582976,0.0274310003806436,0.345790472330216,0.313930222188366,0.606955269920289,1.22379715636945e-06,0,2.48566214752507e-06,2.12085471390915e-05,1.96291258904634e-05,4.76853764972733e-05,0,0,0,0,0,0,0,0,0,0,1.90025304850594e-05,4.9775103445985e-06,0,1.44394311539031e-05,4.29717858897707e-05,1.83332020507808e-05,0,0.000300896816688802,0,0,0,0,9.98913329691104e-06,1.62932598348475e-06,3.16270904306181e-07,1.0497947304505e-06,0,0,0,0,0,0,0,4.57584972856875e-05,0,0,9.2117066230693e-07,6.41719656067154e-06,0,0,0,0,0,0,1.35165422738843e-05,0,0,0,0,0,0,0.000135220304814741,0,9.93720940246446e-06
"TLML_26_DNA_FU_02_2015_9",0,0,0,0,0,0,0,0,0,0,0,0,0,0.259223110626146,0.00460061671502045,0.651117511475088,0.191413431169645,0.590886679031687,0.95693147316678,1,0.0622696202938217,0.0117153376653024,0,0,2.94904078452511e-05,1.96712965118946e-05,0,3.7044747649818e-06,1.04011800252256e-05,2.46030125646433e-05,0.715897216530093,0.0319550805700656,0.380024849055431,0.345422521311083,0.674434179109809,2.19534311730309e-06,1.1088530268311e-05,3.38968850215512e-06,1.6445668448251e-06,3.74687680523501e-06,6.88309667874688e-06,0,0,0,0,0,0,0,0,0,0,1.18641324208571e-05,0,0,0,0,2.35621070969236e-05,0,0.000342236714857796,0,0,0,0,0,0,3.09230747441412e-06,9.7215075553807e-06,0,0,0,0,0,0,0,1.99064678844675e-05,0,0,0,4.83710547097077e-06,0,0,0,8.78954127104894e-06,0,0,7.39107646252368e-06,0,0,0,0,0,0,1.93908300297646e-05,0,0
"TLML_26_RNA_baseline_2015_1",0,4.40067449477329e-06,0.000366340361090327,3.07175485027944e-07,3.44421007164462e-05,1.50884207372579e-05,2.0442693269632e-05,1.13863216090983e-05,4.98740947071958e-07,0.00012065302633659,7.65187586906779e-06,4.83468694972463e-06,4.17032036949477e-06,0.0741464062095657,0.000171257740541567,0.0513982276273406,0.0047326648858302,0.0105620762402996,0.082125426080392,0.0622696202938217,1,0.0714406165757993,0,0,2.01461615389935e-05,8.01870300956282e-05,1.53631585355572e-05,0.00505008222750241,0.000219091939425153,0.000116741667453963,0,2.39191781750711e-07,6.61401617369452e-05,2.8340627299419e-05,6.59572899010618e-06,5.32613277918024e-05,0.000194751256547383,9.86912499221315e-05,0.000356547568800262,0.000154020030059556,0.000382975513084007,0,0.000103576259172164,0.000411051224599321,5.15586617903548e-07,0,3.94613277021624e-06,0,2.51232443225829e-06,0,3.15522052004534e-05,0.00127738334315465,2.75376669602603e-06,3.28600808572453e-06,9.23949214387045e-06,3.92069545638046e-05,2.05406695274016e-05,6.47643393407455e-05,0.0010466338711444,0.00074096066528447,0.00030485477191218,0.000157364270681615,0,0.00036596191572992,0.000351668898250725,3.1708080461349e-05,3.66862261097478e-05,0.00189876115515042,0.00409589573430113,0.000396120919811811,1.88103008010581e-05,0.00465144288124663,0.000211606735652032,0.0031638660624353,0.00120299633284282,6.42481930316936e-06,0.00465825430410021,0.000877767600648184,0.00444615022406209,0,0.00271665883744401,6.49234759328957e-05,0.0002601420955478,0.00412120769341492,9.57907096242806e-05,0.000627390629922461,0.000109067854243893,0.00323727060993334,6.23975549188089e-05,0.000340190318266812,0,0,0.00137329064644213,2.1709221993261e-07,2.33345953598299e-05
"TLML_26_RNA_4W_2015_3",0,0,4.62122364400172e-06,0,0,0,0,5.95093469334184e-07,0,0.000105941818415055,5.14843785231217e-06,1.55718747565807e-06,5.09989726835845e-07,0.020165792043631,0.0418242249128791,0.0142602989706852,0.350866724380016,0.287598454507102,0.0367964139762975,0.0117153376653024,0.0714406165757993,1,0,0,0.00123293046517408,6.50560786209046e-05,0.000324154918055841,0.001668603449935,3.21192090728401e-05,0.000217766219333695,0,0,0,0,0,4.2436057128647e-05,0.000105868337403168,0.000150552933068955,0.000198057474954821,0.000296064220375072,0.00039892939057615,0,0.00036036749605511,0,4.19234769393765e-05,1.13215812800193e-05,2.07324363267374e-05,9.98198421313435e-05,0.000180243362698845,0,5.36562968417284e-05,0.000360448238085586,4.62116478703488e-05,2.54081582339476e-05,4.15052642207856e-05,5.5309887123878e-05,3.63646335091424e-05,5.072536202075e-05,0.00250703379756037,0,0,0.000306138744527241,0,0.000216381096127108,0.000243849572387173,6.96386138882026e-05,5.97098766940964e-05,0.00218028010780414,0.00320804359453336,0.000176093913747471,0.000409861823686962,0.00340496698272644,0.000582949174118012,0.00224861787239563,0.000305429195266279,0.000310947978451993,0.00428326133736065,0.000305032790583854,0.00354080785631773,0,0.00176345725231191,4.27229926339582e-05,0.000245078719412298,0.00282871590167336,7.19333793555772e-05,0.000209117658746679,1.70461633815225e-05,0.0023627668218944,4.31345005637132e-05,3.73322183528501e-05,0,0,0.000101405903798444,0,4.8724233668038e-06
"TLML_29_cfDNA_baseline_2016_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0313719044781399,0.0074641791947408,0.00322176359432242,0.0171761535841626,0.0127675107996379,0.00550721508626692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLML_29_cfDNA_4W_2016_2",0,0,0,0,0,0,0,0,0,6.45326876090351e-05,0,3.69091959651018e-05,0,0,0,0,0,0,0,0,0,0,0,1,0.015958448556739,0.0752607863835298,0.326388497488168,0.00953478094532721,0.0523350042393844,0.351735926194874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113265216259542,0.000112587726868407,0.0448334206525753,0.00847568631210812,0,0,0.00395719877922372,0,0.000947936457031775,0,0,0.00292315119069591,0,0.00088137895127664,0,0.0196497180537894,0,0,0.0238423263357722,0.00088413385756061,0.00039998341736688,0,0.0281025618057961,0.00166972460533033,0,0,0,8.18528950356464e-05,0,0
"TLML_29_DNA_baseline_2016_1",0,0.00151611447945054,0.00403936443777396,6.97859569809615e-06,0.0019163864936774,0.0016772162225862,0.0016898761746034,0.00177274279185268,6.11144799895997e-06,0.00143420183922551,0.00127334459914489,0.00106003231150767,0.00107285853055397,0,0,0,0,0,0,2.94904078452511e-05,2.01461615389935e-05,0.00123293046517408,0.0313719044781399,0.015958448556739,1,0.00288639729212833,0.115546321143977,0.206108526419568,0.00109756250746162,0.0597880253282108,0,0,0.000260300118632612,0.000315861903669056,3.73043156685492e-05,0.000616527952868724,0.000369830228725411,0.000252915405401458,0.000892082351371575,0.000456283893203488,0.000398832154764951,0,0,0.000117914489294173,3.26414625269783e-06,0,0,0,0,0,0,1.05090657920509e-05,0,7.52465096337676e-06,1.91988495751531e-05,0,7.68176842748917e-06,5.14166883374913e-05,0.000368731183740014,0.000358573274343718,0,0,0,0.00031425992137918,5.50989823839814e-05,0.00010808915002062,3.50717396129182e-05,0,0,0.000201673169461389,8.69779923642258e-06,2.1713866298752e-06,6.37618471745355e-05,0,0.000326782321299266,0,0,7.09373836007543e-05,0,0,0,0,3.73089214812776e-05,5.15344431319913e-05,0,5.49040624619342e-05,0,0,0,0.000473736741582037,3.6701567508728e-05,0,3.84435183343051e-05,2.11396329684239e-05,0
"TLML_29_DNA_infusion_2015_10",0,0,0,2.27197187741072e-06,0.000858931031930663,5.61022880955493e-08,0,1.03227704378992e-08,0,3.20555842523234e-06,3.34452870713015e-05,1.22599291291977e-07,2.91487602741358e-05,0,0.000329527367176934,3.6691102364082e-05,1.62214567323751e-05,6.36708887713824e-05,3.69141247642003e-05,1.96712965118946e-05,8.01870300956282e-05,6.50560786209046e-05,0.0074641791947408,0.0752607863835298,0.00288639729212833,1,0.124128346398853,0.00481944441431719,0.814405240704248,0.112079643356391,6.29690340756481e-05,0,3.33640718822418e-05,2.288482743155e-05,0.000183129839875367,6.16859683865894e-06,1.46529422679337e-05,6.14811599008452e-06,1.94943565445121e-05,7.15261507701512e-06,5.63774629209396e-06,0,0,2.15841567503796e-07,1.64828883923452e-06,0,0,0,0.00476559419359605,0,0,1.45831940075712e-05,5.98300185249089e-08,0,0,3.21635400144966e-05,2.79723743309534e-06,9.99773015017468e-06,1.55173513578442e-05,0.000134748531802335,6.59650151288155e-06,8.7611512291347e-06,0,1.53139322194613e-05,3.30151598311736e-05,2.07142966831472e-05,1.8950382672545e-05,0,0.000524178105208085,8.18611941598231e-06,2.27410762462891e-05,0.000253670105240443,3.88037461960398e-05,7.04842413367561e-05,9.30521759321729e-06,5.28231422395803e-06,0.000171662045166233,2.34578640520668e-05,6.48182942691753e-05,0,0,0,0.000329790595855298,1.65431780888314e-07,1.3333571682517e-07,0.000354181330046744,0.000142240375581175,1.50944862564319e-06,5.09658128744709e-07,9.77152328367406e-06,5.83662853040864e-07,0,0.000190320188050333,3.38947027923295e-07,0.000158880094192187
"TLML_29_DNA_4W_2016_2",0,0,0,0,0,0,0,0,6.80741991616981e-08,0,1.70816940161762e-06,3.11502476833644e-05,5.39854594809782e-08,0,0.000210950049869023,0,0,0,0,0,1.53631585355572e-05,0.000324154918055841,0.00322176359432242,0.326388497488168,0.115546321143977,0.124128346398853,1,0.0878899762778063,0.107338669155507,0.853160865422164,6.62381056485917e-05,0,0,0,0,0,0.000131590467176449,0.000182621574998087,0.00011228330851413,7.25225249652676e-05,6.37961159474165e-05,0,0,0.00013569689921007,0,0,0,0,0.000471544325531708,0,0,6.69554684362704e-05,0,4.12569780815828e-06,2.76121480908981e-07,0,1.63622942487738e-06,0,2.84612620780413e-06,0,0,0,0,3.31070576001747e-05,0,0,6.01497102279747e-06,0,0,0.000952568005756542,0,0,9.92528708447416e-05,0.00018476408637114,0.00064127154660675,0,0,0.00116620521752707,0.000123579569138269,0,0,0,0.000317411925262316,0,0,0.0004684421565992,0.000208703476849578,0,0,0,6.35468775199076e-06,0,0.000430872421235032,7.29936255728864e-06,1.6438032218508e-05
"TLML_29_RNA_baseline_2016_1",0.00065244424731968,0.00420268431823269,0.00234185898526456,0.000626257656472488,0.00589543625734224,0.00475176589260324,0.00465405270094372,0.00513108921516059,0.000624720615710272,0.0039969203458423,0.00346305442076973,0.00286017098146422,0.00293516303028172,0.000207930387629768,0,0.000161679363943408,2.95958006973542e-05,0.000102284271608056,4.52610466886872e-05,3.7044747649818e-06,0.00505008222750241,0.001668603449935,0.0171761535841626,0.00953478094532721,0.206108526419568,0.00481944441431719,0.0878899762778063,1,0.00364491352873505,0.052251761167332,1.00833602551538e-05,7.64500199600268e-07,6.11785805508437e-05,5.86645548957324e-05,1.56707145006203e-05,0.000110449784221694,0.000263095550817556,0.000107538742675405,0.00237739981938972,0.000317933862902328,0.000796379181603956,0,0,0.000204529964249689,0.000823901445533962,8.9898558492244e-05,2.39104425686685e-05,0,2.18655260947611e-05,3.63960307976938e-05,0,0.000767053552512084,0.000726101166830004,2.58741267887729e-05,2.36519059414938e-05,8.38327416442589e-05,9.56684758027253e-05,0.000176054223338143,0.000641245143481006,0.000175218850036585,0.000170220932981971,0.000605446583846209,0.00037382921237854,0.000608810778097362,0.000446088135371438,6.04673693664054e-05,4.6273817220576e-05,0,7.89445196367174e-05,0.000799159596597813,4.46682070357316e-05,3.59607866994709e-05,0.000199547568436088,6.68248541355481e-05,0.000756309112028354,3.22527109421927e-06,1.95676313580745e-05,0.000276779791767453,5.1543055087027e-05,0,1.327854371714e-05,7.9442403713957e-05,0.000571261464055119,3.42989159151605e-05,8.82004141526955e-06,0.000329849921076241,0.0003367832952474,6.18780749890512e-06,4.63406981257799e-06,0.000132857038933862,5.57089445004816e-06,6.29619309828347e-06,0.0037460411505342,6.07426536289914e-06,2.63835810858255e-05
"TLML_29_RNA_infusion_2015_10",0,0.000473828274378686,6.40855973771438e-06,2.86503111069347e-06,0.000876193794934003,0.000497894478189099,0.00050428533046524,0.000515297481515323,7.9732232672611e-07,0.000492709442578685,0.000490788599229984,0.000402741437284234,0.000453803629950034,0,2.213605415413e-05,1.7530720543705e-05,7.66797104202215e-06,3.15029325546227e-05,2.07844047116572e-05,1.04011800252256e-05,0.000219091939425153,3.21192090728401e-05,0.0127675107996379,0.0523350042393844,0.00109756250746162,0.814405240704248,0.107338669155507,0.00364491352873505,1,0.112099451782841,3.65050442518549e-05,0,1.37149902391086e-05,3.15127418195796e-05,5.96283210605608e-05,1.8255005384172e-06,1.66762245218288e-05,8.25077665888045e-06,3.37112785824903e-05,3.41657131973986e-06,9.526143666365e-06,0,0,6.55866890916664e-06,2.70243107884334e-07,0,0,0,0.00898252377116582,0,0,5.97168291267573e-06,0,2.23894159000659e-06,2.60068114280044e-06,4.01570934599303e-06,2.95495844117062e-06,2.50538873796802e-06,0,0.000150769970426865,7.45364539988563e-06,3.6845454068306e-06,0,1.26798856048981e-05,3.77330185977593e-05,3.5779006099913e-05,3.42928375511217e-05,0,0.00187678796585589,5.17063437416366e-06,1.12961439631505e-05,0.000965938871466626,6.27327728748772e-05,0.000249787071444127,1.92801991697111e-06,3.68753838089088e-07,0.000727781600014436,3.974736177108e-05,0.000289538942702055,0,0.000116614382514757,0,0.000131581804471756,0.000167776959614163,5.85982780245946e-06,0.000229676639193008,6.2427325129487e-05,0.000194457026754686,4.30175931844118e-06,1.24757467632203e-05,4.24548725908786e-07,0,0.000135151844538282,0,0.000290455720112751
