"","TLML_22_cfDNA_baseline_2014_12","TLML_22_cfDNA_4W_2015_1","TLML_22_DNA_baseline_2014_12","TLML_22_DNA_infusion_2014_9","TLML_22_DNA_4W_2015_1","TLML_22_DNA_FU_01_2015_2","TLML_22_DNA_FU_02_2015_3","TLML_22_DNA_FU_03_2015_4","TLML_22_RNA_infusion_2014_9","TLML_22_RNA_4W_2015_1","TLML_22_RNA_FU_01_2015_2","TLML_22_RNA_FU_02_2015_3","TLML_22_RNA_FU_03_2015_4","TLML_26_cfDNA_baseline_2015_1","TLML_26_cfDNA_4W_2015_3","TLML_26_DNA_baseline_2014_11","TLML_26_DNA_infusion_2014_6","TLML_26_DNA_4W_2015_3","TLML_26_DNA_FU_01_2015_7","TLML_26_DNA_FU_02_2015_9","TLML_26_RNA_baseline_2015_1","TLML_26_RNA_4W_2015_3","TLML_29_cfDNA_baseline_2016_1","TLML_29_cfDNA_4W_2016_2","TLML_29_DNA_baseline_2016_1","TLML_29_DNA_infusion_2015_10","TLML_29_DNA_4W_2016_2","TLML_29_RNA_baseline_2016_1","TLML_29_RNA_infusion_2015_10","TLML_29_RNA_4W_2016_2","TLML_1_DNA_baseline_2013_9","TLML_1_DNA_infusion_2013_8","TLML_1_DNA_FU_01_2014_1","TLML_1_DNA_FU_02_2014_4","TLML_1_DNA_FU_03_2014_7","TLML_1_RNA_4W_2013_11","TLML_1_RNA_FU_07_2015_2","TLML_1_RNA_FU_10_2015_6","TLML_1_RNA_FU_12_2015_10","TLML_1_RNA_FU_13_2015_11","TLML_1_RNA_FU_16_2016_6","TLML_16_cfDNA_baseline_2015_1","TLML_16_cfDNA_4W_2015_2","TLML_16_DNA_baseline_2015_1","TLML_16_DNA_infusion_2014_4","TLML_16_DNA_4W_2015_2","TLML_16_DNA_FU_01_2015_3","TLML_16_DNA_FU_02_2015_5","TLML_16_DNA_FU_03_2015_6","TLML_16_DNA_FU_04_2015_7","TLML_16_DNA_FU_05_2015_9","TLML_16_RNA_baseline_2015_1","TLML_16_RNA_infusion_2014_4","TLML_16_RNA_FU_01_2015_3","TLML_16_RNA_FU_02_2015_5","TLML_16_RNA_FU_03_2015_6","TLML_16_RNA_FU_04_2015_7","TLML_16_RNA_FU_05_2015_9","TLML_7_DNA_baseline_2014_3","TLML_7_DNA_infusion_2014_2","TLML_7_DNA_4W_2014_4","TLML_7_DNA_12W_2014_6","TLML_7_DNA_17W_2014_7","TLML_7_RNA_baseline_2014_3","TLML_7_RNA_infusion_2014_2","TLML_7_RNA_4W_2014_4","TLML_7_RNA_12W_2014_6","TLML_20_cfDNA_baseline_2015_1","TLML_20_cfDNA_4W_2015_2","TLML_20_DNA_baseline_2015_1","TLML_20_DNA_infusion_2014_7","TLML_20_DNA_4W_2015_2","TLML_20_DNA_FU_01_2015_3","TLML_20_DNA_FU_02_2015_6","TLML_20_RNA_baseline_2015_1","TLML_20_RNA_infusion_2014_7","TLML_20_RNA_4W_2015_2","TLML_20_RNA_FU_01_2015_3","TLML_20_RNA_FU_02_2015_6","TLML_4_cfDNA_baseline_2015_10","TLML_4_cfDNA_4W_2014_12","TLML_4_DNA_baseline_2014_11","TLML_4_DNA_infusion_2013_11","TLML_4_DNA_4W_2014_12","TLML_4_DNA_FU_01_2015_1","TLML_4_RNA_baseline_2015_10","TLML_4_RNA_infusion_2013_11","TLML_4_RNA_4W_2014_12","TLML_4_RNA_FU_01_2015_1","TLML_18_DNA_baseline_2014_8","TLML_18_DNA_infusion_2014_6","TLML_18_DNA_4W_2014_9","TLML_18_RNA_baseline_2014_8","TLML_18_RNA_infusion_2014_6","TLML_18_RNA_4W_2014_9"
"TLML_29_RNA_4W_2016_2",0,0.000562617433595809,2.77654051163944e-05,2.57850124974747e-06,0.000692725248990357,0.000617214021100955,0.000612562208546559,0.000657857444581509,6.84241430708168e-07,0.000550387089524119,0.000496742260248158,0.000476946805186068,0.000444035101216985,0,0,7.16320741436963e-06,3.74222365779789e-05,2.95522700149988e-07,5.08818296604286e-05,2.46030125646433e-05,0.000116741667453963,0.000217766219333695,0.00550721508626692,0.351735926194874,0.0597880253282108,0.112079643356391,0.853160865422164,0.052251761167332,0.112099451782841,1,2.93850697567776e-06,2.66613253597554e-07,0,6.11958569983579e-06,8.55668068291484e-06,6.36195119120418e-06,0.00017528673994532,0.000288515140949699,0.000298841687205407,0.000195047805233936,0.000312747537676355,0,0,5.99487871080763e-05,2.29617898708781e-07,0,1.46745668130643e-06,4.1547184879314e-06,0.000577087166078906,2.76532494482323e-06,0,5.17265926840758e-05,9.9663538858745e-08,1.12419099156384e-05,7.88146321041151e-06,1.83308168086352e-05,1.07068846779697e-05,1.94440545656155e-05,4.77825049571764e-05,6.77950792641472e-05,1.56573840843244e-05,6.01639056569651e-05,0,3.67083273502206e-05,0.000100853078252988,3.82665674777036e-05,2.18917337179485e-05,0,0.000342628791606056,6.25127560277222e-05,4.53401322643451e-06,0.00016395930208804,0.000101190991460697,7.3159124410289e-05,0.000107633098336399,1.21462603468206e-06,0.000105635537524506,0.000124656410665007,8.4763450716077e-05,0,0,0.000234142338067879,0.00177066933985171,1.7963096010309e-05,1.81127007223547e-05,0.000977786883545462,0.00199165864663949,6.50459369132985e-06,1.06674359993042e-05,4.46600969067184e-05,2.79896097689573e-06,0,0.000411125884948224,1.62219157960108e-06,2.37771176347343e-05
"TLML_1_DNA_baseline_2013_9",0,6.7418426136973e-05,0.000164107538290571,4.81737352753059e-06,4.5440506957352e-05,4.10838713301782e-06,1.14487537408246e-05,7.62767640209217e-05,1.0289772552763e-05,4.3924810582994e-05,3.59591931208817e-05,2.59426822721561e-05,5.48106560255938e-05,0,0,0.845964040878654,0.260443783555648,0.777245607729563,0.650282618582976,0.715897216530093,0,0,0,0,0,6.29690340756481e-05,6.62381056485917e-05,1.00833602551538e-05,3.65050442518549e-05,2.93850697567776e-06,1,0.0340902924563236,0.518164402009701,0.482155115244953,0.894413180328696,0.0140180639948661,0.00803714721893926,0.00821785476940739,0.00521013706347538,0.00521715251678238,0.00819414377773568,0,0,0,0,0,0,0,0,0,0.000284099084616074,6.91840062932167e-06,0,0,1.33035926956953e-05,0.00014094886043886,3.07037576365118e-05,1.42207405893117e-05,0,5.63734072634637e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126411869919931,0,0,0.000104246382778809,0,0,0,0,2.98235702627516e-05,0,0,8.47900680878021e-05,0,3.57850155791036e-06,0,0,0,0,5.72725902482591e-05,0,0
"TLML_1_DNA_infusion_2013_8",0,0,0,0,0,8.23892756465882e-05,3.35563082120417e-08,0,0,0,0,0,0,0,0,0.0266176033080629,0.00676268542690726,0.023939943735531,0.0274310003806436,0.0319550805700656,2.39191781750711e-07,0,0,0,0,0,0,7.64500199600268e-07,0,2.66613253597554e-07,0.0340902924563236,1,0.155504263242785,0.159169968287904,0.0737357249211971,0.117145812373932,0.0866463274663523,0.0695861462271294,0.0264861035204236,0.0247853585289553,0.0236978624552706,0,0,0,0,2.67332663388346e-06,1.1818115132146e-05,0,0,0,5.05428074054459e-06,6.56599762943896e-07,0,0,0,0,3.32148528465625e-06,1.80757501271217e-07,1.7781588605777e-07,0,0,0,0,7.40767450018726e-08,1.57631502402497e-07,2.78379740291025e-07,0,0,0,2.41117519664067e-06,0,0,4.43489522111317e-06,0,1.82462313878466e-06,0,0,0,1.05483755261101e-07,0,0,0,0,0,0,0.000188299135210324,3.5482155468319e-07,4.02211904952147e-08,0,1.26163329248645e-06,0,0,2.19538026978929e-07,1.77329036285281e-07,3.17695891960959e-07
"TLML_1_DNA_FU_01_2014_1",0,0,0,5.50612321853579e-06,0.000120017991470245,2.10850801174271e-05,1.00539139285742e-05,0,0,0,0,0,0,0,0,0.480265129466179,0.172790945338725,0.460786467537988,0.345790472330216,0.380024849055431,6.61401617369452e-05,0,0,0,0.000260300118632612,3.33640718822418e-05,0,6.11785805508437e-05,1.37149902391086e-05,0,0.518164402009701,0.155504263242785,1,0.890282043296623,0.680724670253278,0.694163694272863,0.333303655958022,0.226177679629888,0.131267176936109,0.118437059004714,0.175344709982854,0,0,0,0,0,0,0,0,0,0.0022366870349464,6.06512944330153e-05,0,3.57299022340977e-05,0,0,1.90719695713248e-05,1.35447766079134e-05,0,0.000932068400161766,0.0124712924592081,0.00390889657592009,0.00482815678200235,0.000211186170811179,0.00152877579679431,0.00770423208158975,0.00293984467505331,0,0,8.05826661439627e-05,0,0,0,0,0.000139424801101486,0,0,0,0,0,0,0,4.81132415621006e-05,0,0,0.000370076202215283,2.83774391454486e-05,5.70524502275735e-06,0,0.00112414775988087,0,0.00152890368656058,8.28544318609973e-05,0,0.00209341987710098
"TLML_1_DNA_FU_02_2014_4",0,0,0,0,0.000371885158694009,2.03607598751128e-05,8.54791607605184e-06,0,1.40851336069857e-07,0,0,0,0,0,0,0.491962903446505,0.179458283712422,0.448354994636582,0.313930222188366,0.345422521311083,2.8340627299419e-05,0,0,0,0.000315861903669056,2.288482743155e-05,0,5.86645548957324e-05,3.15127418195796e-05,6.11958569983579e-06,0.482155115244953,0.159169968287904,0.890282043296623,1,0.664160678334734,0.715695379000195,0.374486400400372,0.255578848742546,0.156765907776837,0.144821400910296,0.220208352307868,0,0,5.05873911434931e-05,5.45989346530304e-07,0,0,0,0,0,0.00121142625760603,2.74616955784691e-05,0,1.3695539999084e-05,0,4.1754335627944e-05,3.27602969106396e-05,3.14613165338523e-06,8.96596370989583e-05,0.00049406337752976,0.00628106019623687,0.00199424341137891,0.00209320834843297,0.000267630183000698,0.000875260610495312,0.00346939313709485,0.0013859787741807,0,0,0,0,0,0,0,0.000109917345677382,9.60042171714191e-07,2.31972225437304e-06,0.000106065285938633,2.23992640851611e-05,0,0,6.07134091813658e-05,1.18278005936374e-05,0,0,0.000177982316555483,1.7577254911534e-05,4.87964052865169e-06,0,0.00115323137366523,0,0.00069832145365054,0.000163270906938726,0,0.00093873374332869
"TLML_1_DNA_FU_03_2014_7",0,0,0,0,8.48898428241855e-06,1.05030489352988e-05,3.12872450538556e-06,1.07483214214327e-05,0,2.25914639227641e-06,2.56233459653575e-06,4.04437163261825e-06,4.71016018785764e-06,0,0,0.851055598963478,0.267608228275468,0.759656212545949,0.606955269920289,0.674434179109809,6.59572899010618e-06,0,0,0,3.73043156685492e-05,0.000183129839875367,0,1.56707145006203e-05,5.96283210605608e-05,8.55668068291484e-06,0.894413180328696,0.0737357249211971,0.680724670253278,0.664160678334734,1,0.201734457325358,0.0997210045137937,0.0731448849490013,0.0408814480096672,0.0396127819614114,0.0551664415982975,0,0,0,0,0,0,0,0,0,0.000235588425033771,1.51949649550091e-05,0,2.49822872328015e-05,0,0,2.90719688803352e-05,1.25430312425493e-05,0,0.000491800048399603,0.00786394996767887,0.00243904116896589,0.00360936812091984,0.000123804922606413,0.000950935891186252,0.00555285873616494,0.00206370080452789,0,0,6.28598576258539e-05,0,0,0,9.34852801743855e-06,0.000143656366053182,0,0,1.41161930771751e-05,0,0,0,0,4.8181376506272e-06,0,0,7.9896066361923e-05,1.12107067187728e-05,1.67647356301957e-06,0,0.00028133357804359,0,0.0010711976679996,5.14349992285814e-05,0,0.00152393165140358
"TLML_1_RNA_4W_2013_11",0,8.98687998311475e-06,0.000127772518414713,1.00123022939456e-06,0.000545224930787457,2.21266347947747e-05,1.40035471850193e-05,7.50807501979716e-06,8.10639253426273e-07,9.02285233233293e-06,8.26504120869421e-06,4.81893205196631e-06,3.61689979843375e-06,0,0.000204875759796494,5.24629497221631e-06,6.1756937344419e-05,0,1.22379715636945e-06,2.19534311730309e-06,5.32613277918024e-05,4.2436057128647e-05,0,0,0.000616527952868724,6.16859683865894e-06,0,0.000110449784221694,1.8255005384172e-06,6.36195119120418e-06,0.0140180639948661,0.117145812373932,0.694163694272863,0.715695379000195,0.201734457325358,1,0.484869899572198,0.318742863051184,0.218410576876772,0.191293099957936,0.297096183072403,0,0,1.22719731076955e-05,2.43546855212896e-06,9.99151069105256e-06,8.93885957365364e-06,5.02985025586597e-06,5.02258691312259e-06,0,0.00326847343778724,5.56503963782931e-05,2.73017258857616e-06,5.24760903169976e-06,4.45433238566425e-06,2.59247005604968e-05,1.38705518789601e-05,2.65964056016511e-05,2.4623246943865e-05,9.21539649765557e-05,0.00119497177935876,0.000405129986212069,0.000352259929642036,0.000232905897963284,0.000245045878584531,0.000621096981463762,0.000281149407152874,6.01190639274826e-05,8.28119609033782e-05,1.42607547567002e-05,3.05566582128395e-06,7.67454908671315e-05,3.26899550480797e-05,5.84759104389515e-06,0.000119387369857996,1.06248532033053e-06,5.94484425226964e-05,5.02822612526797e-05,2.67318184546753e-05,0,0,0,2.64632329518023e-05,0,8.83600164034268e-06,0.000530621154229504,7.3509176587269e-05,3.93390364032841e-06,1.97560859939518e-06,0.000553742317729489,0,0.000142657684516147,5.50539440533021e-05,7.68860363878588e-07,0.000169750974833603
"TLML_1_RNA_FU_07_2015_2",0,0.000456118051204435,7.92347548487899e-05,0.000204597201960585,0.000757141935540978,0.000536463059335494,0.000516504770222441,0.000544501835946719,0.000108590690173501,0.000445343247395049,0.000386909861498064,0.000330402772958324,0.000342519364907307,0,0,0,7.42330810769982e-05,1.52655692793072e-05,0,1.1088530268311e-05,0.000194751256547383,0.000105868337403168,0,0,0.000369830228725411,1.46529422679337e-05,0.000131590467176449,0.000263095550817556,1.66762245218288e-05,0.00017528673994532,0.00803714721893926,0.0866463274663523,0.333303655958022,0.374486400400372,0.0997210045137937,0.484869899572198,1,0.8974497638922,0.756521332489973,0.759141474987336,0.66414031750177,0,0,8.59057344577211e-05,1.9600975066659e-06,1.58884917578265e-05,6.36732006965576e-06,0,2.15027346146679e-05,0,0.00215873639521564,0.000107382693327999,2.56073021630203e-06,1.51312353777489e-05,1.60676255802036e-05,3.36707563557572e-05,2.96753754089382e-05,0.00029099950147565,3.8273254146014e-05,0.000621050974739044,0.00592672795575108,0.0020760520100862,0.00117988046939358,0.000229741447517155,0.00105293823510733,0.00209060623955003,0.000904188005308683,0,0.000129002337001928,0.000411910549694138,6.39079162333912e-06,0.000178747611921632,2.20576606824159e-05,4.99865586931011e-05,0.000394798892587372,1.61648214680024e-06,0.000172499647919893,0.000391687817093312,0.000388347812170372,0,0,1.14056193118619e-05,8.23438678305505e-05,7.02800731866329e-07,2.18380145727135e-06,0.00205483167613284,3.25653557633587e-05,4.00520953852373e-06,6.50152373698751e-07,0.00184232992926716,4.57316771928252e-08,0.000491774950188786,0.000278889229931186,3.35670333304889e-07,0.000597476965263664
"TLML_1_RNA_FU_10_2015_6",0,0,3.12191229480806e-05,1.21373053162878e-06,0.000165754454408221,3.47303788013475e-05,5.73450393907968e-06,0,2.5435373128631e-06,1.00166186324615e-05,6.09737227433801e-07,2.45301915276409e-07,2.23813060651699e-07,0,0,3.48627657487178e-06,5.49378594942319e-05,2.02835718429569e-05,2.48566214752507e-06,3.38968850215512e-06,9.86912499221315e-05,0.000150552933068955,0,0,0.000252915405401458,6.14811599008452e-06,0.000182621574998087,0.000107538742675405,8.25077665888045e-06,0.000288515140949699,0.00821785476940739,0.0695861462271294,0.226177679629888,0.255578848742546,0.0731448849490013,0.318742863051184,0.8974497638922,1,0.790222665254338,0.850940425751636,0.697542186036874,0,8.18117332831655e-05,2.05244167814319e-05,4.21425980555832e-07,4.79303410428644e-05,2.83840728742752e-05,4.06685402785051e-05,4.35061478344776e-05,3.11611205259112e-05,0.00318830814835589,6.39116068375401e-05,0,3.34288525559008e-05,4.31669684710209e-05,5.64019826279686e-05,2.03140866907308e-05,0.000326394837369736,7.15147682809312e-05,0.000620924350177144,0.00832087797499646,0.00280086734003869,0.00198056717095122,0.000297563965663968,0.00132993600588637,0.00343551887396542,0.00143918742794509,0,0.000240708489350796,0.000342230862872166,0.000192383973344511,0.000350228156629999,0,8.76800604917995e-05,0.000247842059500191,0.000187862454927332,0.000355444888176896,0.00029756309580379,0.000579191642632293,0,0,0,2.90913397223002e-05,4.008382736159e-07,6.26399496483539e-06,0.00187496493115042,1.46812210633508e-05,5.85790491992569e-06,2.01739876284126e-06,0.00116051972640564,1.54509426969137e-06,0.000756179172063469,0.00017766443686599,6.67463700138032e-07,0.0009691601493228
"TLML_1_RNA_FU_12_2015_10",0,0.0348113435439414,0.00207811109490319,2.12565403175032e-06,0.0450203650143883,0.038976084689689,0.0386220996246373,0.0423920621422677,2.84657541233403e-05,0.033429207257392,0.0293121441371795,0.0252022461029777,0.0260350027435479,0,0,1.57902041042294e-05,0.000154371198602712,1.45323795269994e-05,2.12085471390915e-05,1.6445668448251e-06,0.000356547568800262,0.000198057474954821,0,0,0.000892082351371575,1.94943565445121e-05,0.00011228330851413,0.00237739981938972,3.37112785824903e-05,0.000298841687205407,0.00521013706347538,0.0264861035204236,0.131267176936109,0.156765907776837,0.0408814480096672,0.218410576876772,0.756521332489973,0.790222665254338,1,0.9212372139053,0.838662966470951,0,0,0.000168262807834767,0.000486260704274515,2.03126865238317e-05,6.9785653509482e-06,1.50045463963293e-05,6.00962709496937e-05,0,0.00294126174592125,0.000184219537828793,0.000550714005344536,1.16313777625638e-05,2.38039323130947e-05,3.58036158295354e-05,0.000227888175678521,0.000225550598443762,1.13999950584766e-05,0.000580667742192084,0.00546598535519962,0.00194806737250972,0.000872981059416169,0.000724365235045687,0.00102585625012698,0.00158863517961552,0.00071308328287972,0,0.00118636005459836,0.000547009129049963,0.000490437035538216,0.00126530057396202,0.000169286828298236,0.00191754313006869,0.000527456940925605,0.000190443019473657,0.000839338618853772,0.000960490572471576,0.00195383460997476,0,3.82866213793655e-05,0.000507188253745628,0.00182007435262498,2.65045712226376e-05,0.00120018045960093,0.00229504524135005,0.00161718589205485,2.07560851291204e-05,0.000976067641554543,0.00120794125656537,5.77628989389074e-06,0.000488167385723377,0.000622205358300269,4.19965050664774e-06,0.000483732952853517
"TLML_1_RNA_FU_13_2015_11",0,1.31973179331295e-05,0.000418007675953353,4.95521332576639e-06,7.22734312081305e-05,3.50721173111028e-05,2.32479145436552e-05,1.31899047223597e-05,6.06169411524976e-06,1.27836595938952e-05,1.21073494067837e-05,7.94131704788264e-06,6.40534990901413e-06,0,0,2.60752209156121e-05,0.000202407746726931,8.64057033345992e-06,1.96291258904634e-05,3.74687680523501e-06,0.000154020030059556,0.000296064220375072,0,0,0.000456283893203488,7.15261507701512e-06,7.25225249652676e-05,0.000317933862902328,3.41657131973986e-06,0.000195047805233936,0.00521715251678238,0.0247853585289553,0.118437059004714,0.144821400910296,0.0396127819614114,0.191293099957936,0.759141474987336,0.850940425751636,0.9212372139053,1,0.853527786215585,0,0,6.72380671030283e-05,1.44037318951819e-06,1.45500135805452e-05,1.96958159647944e-06,3.80885323036234e-06,0,1.57529031423879e-05,0.00265028131568548,0.000228347984980326,8.57530834726215e-07,1.05733979173018e-05,5.51767219673047e-05,2.2332913654795e-05,1.14283854977809e-05,0.000271652577766898,0.000122655764788018,0.000499294219737607,0.0057537640322786,0.00198790461516805,0.00107410455258101,0.000808166384001413,0.00102453740546917,0.00192460813392095,0.000850889547764278,0,0,0.000537717311879503,1.81382493791101e-05,5.54115627413611e-06,1.63747591586226e-05,2.8973015916895e-05,0.000267077568090794,1.96497314649335e-06,3.30781188858533e-06,0.000244337349473156,0.000202269503197674,0,0,0,9.61164356248697e-05,6.40842735980626e-06,0,0.00154129617787039,5.73806816947678e-05,8.23817559713884e-06,1.30671699698213e-06,0.00121950696174859,7.89551826515069e-06,0.000648983112082648,0.000235987951265676,6.55967362418105e-06,0.000572468377231786
"TLML_1_RNA_FU_16_2016_6",0,0,0.000364057278463391,2.48890961926816e-06,0.000181888991061043,1.52271026190828e-05,5.96004661326728e-06,3.60541944056213e-06,7.54668436389073e-07,5.57073287633002e-07,1.02080759027463e-06,7.13976851708808e-07,5.270308477803e-07,0,0,8.48377528480162e-05,0.000116127240200771,1.20111617412765e-05,4.76853764972733e-05,6.88309667874688e-06,0.000382975513084007,0.00039892939057615,0,0,0.000398832154764951,5.63774629209396e-06,6.37961159474165e-05,0.000796379181603956,9.526143666365e-06,0.000312747537676355,0.00819414377773568,0.0236978624552706,0.175344709982854,0.220208352307868,0.0551664415982975,0.297096183072403,0.66414031750177,0.697542186036874,0.838662966470951,0.853527786215585,1,0,4.19922740531266e-05,0.00014767690599399,6.55295388482003e-06,1.40841148029842e-05,3.85570650024609e-06,0,0,2.26260054306106e-05,0.00384192444308255,0.000151160961333275,1.03500991338836e-05,1.52432918936146e-05,3.45633125678005e-05,4.20488701510582e-05,2.76438515769873e-05,0.000344771621609031,0.00098022986300459,0.000957279626839987,0.00971302286226862,0.00360756369936851,0.00161496600516613,0.00109228151381417,0.00207148460597317,0.00295539435104419,0.00135148518158764,0,2.31334448771919e-05,0.000517156042823688,7.9154727154339e-06,5.95975295451935e-06,2.2848107447332e-05,4.0481595365357e-05,0.00037805887943436,8.62414527780921e-06,2.92002744362124e-06,0.000396011819456567,0.000214839729957139,0,1.55092667529815e-05,0.000611437755684714,0.0029881411394759,2.52160614788948e-05,0.000312825740224351,0.00221180101753625,0.00297811027917175,1.62595783914666e-05,0.000304371644320623,0.00153011477595187,1.74229331470805e-06,0.000672383856935002,0.00051592722545132,6.97254224640924e-07,0.000836013494586148
"TLML_16_cfDNA_baseline_2015_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0812559356335862,0.0100393012694123,0,0,0,0,0,0,0.102185726525396,0.00405960886249988,6.47110154344523e-05,0.00014108399091125,0.000283193952511308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101803701963888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLML_16_cfDNA_4W_2015_2",0,0,0,0,0,1.52893914458658e-05,0,0,0,0.00262530919908613,0,0,0,0,0,0,0,0,0,0,0.000103576259172164,0.00036036749605511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.18117332831655e-05,0,0,4.19922740531266e-05,0,1,0.048459393561271,0.0246360060023893,0.564729396434561,0.569849724400074,0.471363586412902,0.476560051488813,0.250608999429333,0.240538054065175,0.053362448476224,0.0345785657803288,0.53062344423769,0.386296677055907,0.352551762929079,0.179303434227306,0.206912007297291,4.64705006576463e-05,0,0,0,0,0,0.000232701535735127,0,4.40225244015527e-05,0.029093112190441,0.0345021857513707,0,0,0.0248803799130231,0,0.00893571125144517,0,0,0.0563905093941922,0.000541120698103226,0.0222349535310165,0,0.000593839434043193,0,0,0,0,0.000210818613287497,0,0,0,0,0,0,0,0,0
"TLML_16_DNA_baseline_2015_1",0,0,0,6.69558604262735e-06,8.33680368440319e-05,8.74361672402132e-07,7.01762774392699e-05,0.00012589461298502,0,1.37856263105776e-05,2.70350391980045e-06,1.3079127357641e-06,2.30552474722367e-06,0,0,1.18472112659397e-05,0,0,0,0,0.000411051224599321,0,0,0,0.000117914489294173,2.15841567503796e-07,0.00013569689921007,0.000204529964249689,6.55866890916664e-06,5.99487871080763e-05,0,0,0,5.05873911434931e-05,0,1.22719731076955e-05,8.59057344577211e-05,2.05244167814319e-05,0.000168262807834767,6.72380671030283e-05,0.00014767690599399,0.0812559356335862,0.048459393561271,1,0.00879722924777416,0.0903842869219245,0.0805487811433595,0.102628033057306,0.127252059869545,0.123421879943335,0.139912652007194,0.548909409908161,0.00321892403476309,0.11483966496158,0.135572547039331,0.161742634620346,0.06649535685578,0.17731974476478,0.00104093621182808,0.000291436965116481,4.56243580824996e-05,0,0.0006465452691233,0.000281270088792007,0.000360163978132991,1.31487532313709e-05,5.02140378670789e-05,0,0,6.90407028725065e-05,2.60529078284312e-06,8.61057616781234e-07,0,0,0.000544220565330119,0,1.81737242039226e-06,0.000273305294599693,0,0,0,0,0.000110815877574549,3.54157134966822e-06,0,0.000123566481155138,5.42835793536529e-05,0,0,0,1.25613826883175e-05,0,0.000224962348616701,7.50758186042668e-06,1.62160667150547e-05
"TLML_16_DNA_infusion_2014_4",0,0,0,2.56831896931487e-07,1.15458281963181e-06,3.42582023603991e-05,0,0,6.19619792773161e-05,1.64539333797614e-07,1.93165890725776e-05,2.59561269070324e-07,5.3309441495144e-05,0.000984147668808063,0,0,0.000246821940386411,0,0,0,5.15586617903548e-07,4.19234769393765e-05,0,0,3.26414625269783e-06,1.64828883923452e-06,0,0.000823901445533962,2.70243107884334e-07,2.29617898708781e-07,0,0,0,5.45989346530304e-07,0,2.43546855212896e-06,1.9600975066659e-06,4.21425980555832e-07,0.000486260704274515,1.44037318951819e-06,6.55295388482003e-06,0.0100393012694123,0.0246360060023893,0.00879722924777416,1,0.0376148071615334,0.0180129596288521,0.011072664000543,0.0138989128141558,0.007054653833608,0.0087693036790345,0.0149996862966093,0.91286664855606,0.020784922626643,0.0115917226377577,0.0160315611983376,0.00856559882226377,0.0128408466385267,1.26945182226165e-06,1.06681362563805e-05,9.41036273008729e-06,1.05540533023643e-05,0.218061579754283,0.000362150938577292,4.64755711414695e-05,0.000696954365911241,0.00102061787779025,0,0,0,0.000255801002760447,2.12343729505023e-06,1.68349118247573e-06,0,2.03168506291858e-05,0.000440035311947425,5.13484331187516e-06,4.07088797401131e-06,2.39784997399585e-06,0,3.26275990183046e-07,0,4.41207472111754e-07,2.15346975401901e-06,0,0.000160538089118803,8.41703737596169e-07,6.12848274246957e-06,4.50229236934697e-07,0,0,0,9.47718482565619e-07,0,1.42650662115479e-05
"TLML_16_DNA_4W_2015_2",0,0,0,2.6045453653102e-06,0,0,0,0,7.23422709562976e-06,0,0,1.79263606589191e-06,0,0,0,0,0,0,0,0,0,1.13215812800193e-05,0,0,0,0,0,8.9898558492244e-05,0,0,0,2.67332663388346e-06,0,0,0,9.99151069105256e-06,1.58884917578265e-05,4.79303410428644e-05,2.03126865238317e-05,1.45500135805452e-05,1.40841148029842e-05,0,0.564729396434561,0.0903842869219245,0.0376148071615334,1,0.849463515256114,0.781938723192315,0.778156225089624,0.379962876196121,0.421667292075112,0.0937765948008665,0.0274170128420439,0.882807270246099,0.689139833165447,0.675170615721587,0.241470478057335,0.376603622824778,0.000252701436946665,0,0.000103914052981928,0,0.0112978349994793,3.45252135819419e-05,6.05755797994963e-05,1.48657233400729e-05,4.2722241477247e-05,0,0,0,0,1.63625517794618e-05,0,0.000246871758357145,5.71436352253317e-06,0,7.64032516137917e-06,5.4116997549518e-05,7.80627105375817e-05,0,3.31833712595223e-06,0,1.69874899912976e-06,1.26273258562418e-05,1.87126012713721e-06,0.000144556234112314,4.1076407420462e-06,1.37023566698184e-05,1.79149621209797e-06,0,0,0,0,0,0
"TLML_16_DNA_FU_01_2015_3",0,0,0,0,0,0,0,0,1.50973716430745e-06,0,0,0,0,0.000554114709550128,0,0,0.000108686018556142,0,0,0,3.94613277021624e-06,2.07324363267374e-05,0,0,0,0,0,2.39104425686685e-05,0,1.46745668130643e-06,0,1.1818115132146e-05,0,0,0,8.93885957365364e-06,6.36732006965576e-06,2.83840728742752e-05,6.9785653509482e-06,1.96958159647944e-06,3.85570650024609e-06,0,0.569849724400074,0.0805487811433595,0.0180129596288521,0.849463515256114,1,0.826286025101629,0.783561793127388,0.330519584010866,0.355938736721025,0.0865420937540194,0.00967890433502757,0.905165653529206,0.657996616390204,0.587723445308734,0.208831798203076,0.31945485218952,8.54044607587354e-05,0,3.76981566485845e-05,0,0.00248102121062941,1.6514623567368e-05,3.91509704092546e-05,3.77742465619459e-06,1.06497102064585e-05,0,0,0,0,3.05307285061938e-06,0,4.26903446406261e-05,4.33009528219222e-06,0,1.48480760806745e-06,0.000115605967403546,1.53584471478255e-05,0,0,0,0,0,0,5.11632586486111e-05,0,0,0,3.53383112209507e-05,0,0,0,0,0
